"cannons"	"rooms"	"age"	"condition"	"color"	"weight"	"style"	"price"	"sold"	"jbb"
"422"	8	58	32.4	8	"black"	10836	"modern"	2346	1	3300
"423"	10	19	71.9	6	"brown"	7892	"modern"	0	0	0
"424"	14	34	47.5	9	"brown"	11386	"modern"	1840	1	1900
"425"	10	30	71.9	3	"black"	9100	"classic"	0	0	100
"426"	20	31	38	7	"black"	14119	"modern"	1562	1	2900
"427"	14	39	58.4	4	"black"	11871	"classic"	1036	1	1600
"428"	4	16	58.8	7	"plum"	4475	"classic"	0	0	0
"429"	8	40	41.2	7	"brown"	9130	"classic"	757	1	1900
"430"	2	18	51.6	6	"black"	3797	"modern"	0	0	0
"431"	2	3	64.7	10	"black"	2274	"classic"	0	0	0
"432"	12	18	55.5	10	"plum"	8936	"modern"	412	1	700
"433"	2	51	33.8	7	"brown"	7107	"modern"	1160	1	2200
"434"	8	27	25.7	6	"brown"	7550	"modern"	280	1	2000
"435"	8	21	57.6	10	"black"	7028	"classic"	558	1	300
"436"	6	19	56.7	5	"red"	5839	"classic"	0	0	0
"437"	14	33	41.8	4	"black"	11056	"modern"	1497	1	2100
"438"	8	50	67.8	5	"plum"	9917	"classic"	1473	1	1200
"439"	4	32	26.6	7	"red"	6419	"modern"	18	1	1300
"440"	4	12	46.9	8	"red"	4146	"modern"	0	0	0
"441"	14	22	29.8	8	"brown"	10286	"modern"	1048	1	2200
"442"	8	27	68	8	"black"	7673	"modern"	525	1	0
"443"	8	50	47.7	7	"black"	10001	"classic"	1904	1	2200
"444"	2	48	84.5	8	"brown"	6872	"classic"	597	1	0
"445"	18	38	70.6	6	"brown"	13860	"classic"	1738	1	1300
"446"	8	12	55.5	9	"red"	6188	"classic"	0	0	0
"447"	2	36	38.3	6	"salmon"	5762	"classic"	217	1	1400
"448"	10	37	84.6	9	"black"	9796	"classic"	1156	1	0
"449"	16	60	50.9	6	"red"	15150	"modern"	1978	1	2700
"450"	8	31	47.9	7	"brown"	8177	"classic"	607	1	1100
"451"	8	18	35.7	10	"black"	6801	"modern"	479	1	1200
"452"	16	23	66.9	8	"red"	11248	"classic"	478	1	100
"453"	2	57	43.4	10	"salmon"	7476	"modern"	1645	1	2300
"454"	4	28	46.3	6	"black"	5682	"classic"	73	1	700
"455"	8	22	51.1	5	"brown"	7210	"modern"	0	0	400
"456"	6	19	83.4	7	"black"	5733	"classic"	0	0	0
"457"	6	37	51.4	2	"brown"	7697	"classic"	371	1	900
"458"	20	42	23.4	5	"brown"	15281	"modern"	2266	1	4000
"459"	16	29	4.1	3	"black"	11759	"modern"	1615	1	4000
"460"	12	29	47.3	6	"brown"	9819	"modern"	959	1	1400
"461"	12	21	41.6	5	"brown"	9062	"modern"	349	1	1300
"462"	6	16	43.7	7	"brown"	5474	"modern"	0	0	400
"463"	4	36	48.5	7	"red"	6531	"classic"	0	0	400
"464"	14	21	37.5	4	"black"	10237	"modern"	533	1	1800
"465"	6	34	50.4	5	"black"	7425	"modern"	275	1	1000
"466"	10	47	44.1	7	"black"	10685	"modern"	1989	1	2400
"467"	2	38	100.1	6	"black"	5845	"classic"	0	0	0
"468"	14	17	75.7	10	"black"	9826	"classic"	514	1	0
"469"	12	24	43.1	5	"black"	9521	"classic"	448	1	1400
"470"	4	34	9.1	3	"brown"	6231	"modern"	513	1	2700
"471"	16	32	70.2	5	"brown"	12193	"classic"	978	1	800
"472"	4	35	12.3	7	"red"	6653	"modern"	342	1	2200
"473"	2	10	20.5	6	"black"	3042	"modern"	0	0	900
"474"	4	33	81.9	2	"black"	6187	"classic"	0	0	0
"475"	8	34	51.6	5	"brown"	8375	"modern"	267	1	1000
"476"	10	16	45.4	9	"brown"	7763	"modern"	277	1	700
"477"	8	28	39.3	6	"black"	7719	"classic"	510	1	1500
"478"	6	20	79.2	8	"black"	6108	"modern"	0	0	0
"479"	4	47	54.7	3	"brown"	7648	"modern"	443	1	1100
"480"	8	21	47.5	4	"black"	7203	"modern"	0	0	700
"481"	10	22	38.3	6	"brown"	8064	"modern"	521	1	1300
"482"	12	4	60.1	8	"brown"	7422	"classic"	0	0	0
"483"	10	51	59.3	3	"black"	11034	"classic"	1192	1	1700
"484"	8	23	38.8	5	"brown"	7386	"modern"	338	1	1100
"485"	10	37	47	8	"salmon"	9683	"classic"	1326	1	1900
"486"	16	57	61.3	7	"red"	14484	"modern"	1744	1	2000
"487"	12	41	33.1	4	"red"	10918	"modern"	992	1	2200
"488"	12	19	41.8	5	"black"	8916	"modern"	325	1	1300
"489"	10	23	44.7	1	"black"	8379	"classic"	0	0	1000
"490"	14	33	28	8	"brown"	11316	"modern"	1907	1	2800
"491"	2	47	25.6	4	"black"	6544	"modern"	665	1	2500
"492"	10	34	94.8	4	"brown"	9338	"classic"	378	1	0
"493"	4	46	97.2	8	"red"	7599	"classic"	0	0	0
"494"	14	19	51.9	4	"black"	9904	"classic"	471	1	900
"495"	4	43	70	8	"red"	7119	"classic"	92	1	0
"496"	2	52	63.7	4	"black"	7078	"modern"	629	1	800
"497"	6	48	68.8	4	"black"	8744	"classic"	760	1	700
"498"	4	19	28.9	6	"black"	4955	"classic"	0	0	1100
"499"	8	19	76.6	5	"black"	6841	"classic"	0	0	0
"500"	8	57	39.4	6	"brown"	10668	"modern"	1615	1	2800
"501"	2	27	47.7	5	"red"	4648	"classic"	0	0	0
"502"	8	41	51.3	6	"black"	9159	"classic"	1053	1	1500
"503"	8	32	52.3	8	"plum"	8179	"modern"	913	1	1100
"504"	10	41	10	5	"brown"	9989	"modern"	1434	1	3600
"505"	8	47	17.3	7	"black"	9785	"modern"	1937	1	3500
"506"	12	32	24.3	4	"black"	10177	"modern"	1097	1	2800
"507"	4	14	73.1	8	"black"	4228	"classic"	0	0	0
"508"	2	17	60.6	3	"black"	3625	"classic"	0	0	0
"509"	14	47	71.5	3	"black"	12853	"classic"	1500	1	1300
"510"	2	27	50.5	2	"salmon"	4515	"classic"	0	0	300
"511"	2	31	52.7	8	"black"	5171	"classic"	328	1	400
"512"	2	21	62	3	"black"	3979	"classic"	0	0	0
"513"	10	38	52.9	10	"brown"	9838	"classic"	1558	1	1500
"514"	4	31	56.4	3	"black"	6153	"classic"	0	0	300
"515"	4	32	57.2	8	"black"	6306	"classic"	123	1	400
"516"	10	30	44.5	5	"black"	9100	"classic"	905	1	1500
"517"	2	30	45.9	5	"plum"	5131	"modern"	246	1	700
"518"	8	17	37.3	4	"brown"	6767	"classic"	0	0	900
"519"	6	46	29.6	8	"black"	8695	"modern"	1705	1	2700
"520"	14	23	68.3	4	"black"	10535	"modern"	245	1	300
"521"	14	30	51.2	3	"black"	11085	"classic"	944	1	1500
"522"	10	53	89.4	5	"black"	11185	"classic"	1250	1	400
"523"	10	33	30.7	4	"red"	9289	"modern"	323	1	1700
"524"	2	16	40.1	1	"brown"	3587	"modern"	0	0	0
"525"	18	24	60	4	"red"	12539	"modern"	132	1	600
"526"	4	28	46	7	"brown"	5955	"modern"	0	0	600
"527"	2	26	70.5	9	"brown"	4546	"classic"	0	0	0
"528"	2	25	112.9	6	"black"	4551	"classic"	0	0	0
"529"	2	38	30	8	"black"	5651	"modern"	140	1	1900
"530"	8	26	39.7	6	"brown"	7608	"modern"	20	1	1200
"531"	8	15	0.6	6	"black"	6403	"modern"	207	1	2700
"532"	6	31	69.9	4	"plum"	7215	"classic"	54	1	0
"533"	4	34	13.5	4	"brown"	6353	"modern"	462	1	2500
"534"	2	26	11.5	8	"black"	4563	"modern"	154	1	2200
"535"	8	19	58.2	5	"plum"	6855	"classic"	0	0	100
"536"	2	41	27.9	5	"salmon"	6224	"modern"	840	1	2200
"537"	4	28	39.3	9	"black"	5761	"modern"	344	1	1100
"538"	8	29	76.5	10	"red"	7925	"classic"	45	1	0
"539"	4	22	86.5	3	"brown"	5171	"classic"	0	0	0
"540"	14	27	41.9	4	"plum"	10889	"classic"	1195	1	1900
"541"	2	43	87.7	4	"black"	6372	"classic"	15	1	0
"542"	10	26	87.5	5	"brown"	8377	"classic"	0	0	0
"543"	4	39	32	6	"black"	6928	"classic"	772	1	2000
"544"	2	41	36.7	3	"brown"	6070	"modern"	0	0	1500
"545"	2	39	89.2	5	"black"	5949	"classic"	0	0	0
"546"	8	46	33	7	"black"	9611	"modern"	1488	1	2700
"547"	4	27	41.5	5	"black"	5538	"modern"	0	0	900
"548"	16	10	59.4	6	"brown"	10058	"classic"	0	0	200
"549"	10	12	100.9	9	"brown"	7187	"classic"	0	0	0
"550"	4	33	40.1	4	"black"	6326	"modern"	506	1	1200
"551"	18	24	65.4	1	"black"	12330	"classic"	793	1	800
"552"	14	30	30.5	4	"brown"	10987	"classic"	1100	1	2500
"553"	2	21	57.7	5	"brown"	3849	"classic"	0	0	0
"554"	16	36	70.1	5	"brown"	12624	"classic"	1432	1	1000
"555"	2	25	6.6	2	"black"	4595	"modern"	0	0	2300
"556"	4	52	34.8	5	"black"	8405	"modern"	1359	1	2500
"557"	12	14	63	7	"brown"	8359	"classic"	0	0	0
"558"	8	23	81.7	5	"black"	7290	"classic"	0	0	0
"559"	6	31	51.9	3	"black"	7010	"classic"	0	0	700
"560"	4	38	28	5	"black"	6828	"modern"	474	1	2100
"561"	6	26	40.5	4	"black"	6467	"modern"	0	0	1100
"562"	4	30	59.3	3	"black"	5988	"modern"	0	0	100
"563"	20	46	44.4	10	"black"	15537	"classic"	2993	1	3400
"564"	2	39	29.1	7	"brown"	5917	"modern"	460	1	1800
"565"	8	31	43.5	5	"brown"	7965	"modern"	328	1	1300
"566"	14	11	65.8	6	"black"	9316	"classic"	0	0	0
"567"	10	20	16.8	5	"black"	7952	"classic"	690	1	2400
"568"	12	19	56.7	5	"salmon"	8890	"classic"	252	1	600
"569"	2	34	42.1	6	"brown"	5299	"classic"	93	1	900
"570"	16	31	36	5	"brown"	11930	"modern"	1631	1	2500
"571"	12	29	72.7	6	"black"	9940	"classic"	497	1	200
"572"	8	28	48.6	7	"black"	7748	"classic"	443	1	1000
"573"	2	21	44.9	3	"black"	4199	"modern"	0	0	200
"574"	14	19	33.7	7	"salmon"	10076	"modern"	965	1	2000
"575"	12	13	66	3	"brown"	8155	"classic"	0	0	0
"576"	2	33	49.3	6	"black"	5095	"classic"	427	1	600
"577"	6	48	27	3	"black"	8894	"modern"	844	1	2800
"578"	14	28	59.4	7	"black"	10789	"classic"	773	1	1100
"579"	14	57	69.6	7	"black"	13654	"classic"	2941	1	2000
"580"	16	47	27.9	5	"black"	13575	"modern"	2174	1	3800
"581"	2	25	42.3	4	"red"	4549	"modern"	0	0	0
"582"	6	26	53.4	3	"plum"	6519	"classic"	0	0	500
"583"	14	35	40	3	"black"	11656	"modern"	1555	1	2300
"584"	4	10	36.7	6	"black"	4119	"modern"	0	0	300
"585"	10	28	64.7	6	"black"	8842	"classic"	790	1	400
"586"	8	45	47.1	6	"black"	9466	"modern"	1631	1	1900
"587"	12	22	9.6	8	"red"	9191	"modern"	226	1	2500
"588"	6	18	47.5	10	"brown"	5722	"classic"	0	0	300
"589"	2	22	34.2	9	"black"	4283	"modern"	0	0	900
"590"	8	45	33.7	7	"black"	9632	"classic"	1755	1	2600
"591"	18	43	42.6	3	"black"	14158	"classic"	2127	1	3000
"592"	6	21	41.4	5	"black"	5982	"classic"	0	0	800
"593"	10	43	35.3	5	"black"	10342	"modern"	1840	1	2600
"594"	12	32	43.9	6	"brown"	10300	"classic"	1222	1	1700
"595"	2	47	50.5	6	"black"	6559	"modern"	979	1	1200
"596"	10	32	45.1	8	"black"	9165	"modern"	1271	1	1600
"597"	2	33	61.1	5	"brown"	5322	"modern"	0	0	0
"598"	4	31	58.8	3	"black"	5969	"classic"	0	0	200
"599"	2	43	68.2	10	"red"	6383	"classic"	537	1	0
"600"	12	49	54.9	6	"brown"	11892	"classic"	1363	1	2000
"601"	4	23	46.6	3	"salmon"	5222	"modern"	0	0	500
"602"	10	31	46.7	2	"brown"	9085	"modern"	360	1	1300
"603"	2	31	22.4	7	"black"	5209	"modern"	556	1	1900
"604"	4	46	41.1	5	"black"	7632	"classic"	1112	1	1800
"605"	14	7	47.5	4	"black"	8603	"modern"	0	0	600
"606"	10	41	66.7	6	"black"	10119	"classic"	1221	1	900
"607"	6	40	46	3	"black"	8028	"modern"	652	1	1500
"608"	6	25	64.2	7	"black"	6326	"modern"	70	1	0
"609"	18	51	64.6	6	"black"	15113	"modern"	2263	1	2300
"610"	10	52	62.5	3	"black"	11270	"classic"	914	1	1600
"611"	12	18	29.8	6	"black"	8704	"modern"	473	1	1800
"612"	18	37	40.6	5	"black"	13814	"modern"	1977	1	2800
"613"	8	36	26.3	6	"black"	8754	"modern"	656	1	2500
"614"	4	26	14.7	5	"black"	5480	"modern"	186	1	2200
"615"	2	37	43.4	5	"plum"	5699	"classic"	470	1	1200
"616"	12	47	68	8	"black"	11749	"classic"	1640	1	1400
"617"	2	30	36	6	"brown"	5004	"modern"	311	1	1000
"618"	12	25	74.7	8	"brown"	9458	"classic"	988	1	0
"619"	2	40	32.5	2	"plum"	6121	"modern"	379	1	1800
"620"	6	53	39.3	5	"brown"	9261	"modern"	1285	1	2400
"621"	6	36	57.8	5	"black"	7562	"classic"	509	1	700
"622"	6	21	34.5	9	"black"	6150	"modern"	582	1	1200
"623"	18	56	63.9	8	"salmon"	15711	"classic"	3050	1	2800
"624"	16	26	52.3	9	"salmon"	11486	"modern"	1355	1	1700
"625"	6	39	27.8	6	"black"	7859	"modern"	932	1	2400
"626"	6	37	56.4	5	"black"	7808	"classic"	540	1	800
"627"	12	34	20.8	4	"black"	10373	"modern"	1080	1	3000
"628"	6	17	48	9	"brown"	5773	"classic"	0	0	200
"629"	14	7	22.4	5	"brown"	8719	"modern"	0	0	1700
"630"	14	15	85.9	2	"brown"	9468	"classic"	0	0	0
"631"	14	42	42.3	4	"brown"	12239	"modern"	1474	1	2500
"632"	2	23	53.5	6	"black"	4281	"classic"	0	0	0
"633"	6	51	55.1	10	"brown"	9137	"classic"	1700	1	1600
"634"	2	33	80.9	6	"plum"	5029	"classic"	0	0	0
"635"	2	48	60.6	1	"brown"	6860	"classic"	50	1	600
"636"	2	24	54.9	4	"black"	4272	"modern"	0	0	0
"637"	4	20	62.3	7	"black"	5096	"classic"	0	0	0
"638"	6	28	52.1	9	"brown"	6938	"classic"	374	1	600
"639"	4	28	49.2	4	"red"	5779	"classic"	0	0	0
"640"	8	13	49.4	9	"brown"	6281	"classic"	30	1	200
"641"	6	43	41.5	6	"black"	8391	"classic"	966	1	1900
"642"	12	24	67.2	4	"brown"	9298	"classic"	296	1	100
"643"	4	41	98.2	7	"black"	6956	"classic"	421	1	0
"644"	8	21	52.9	8	"black"	7088	"classic"	157	1	500
"645"	18	16	71	6	"brown"	11579	"classic"	401	1	200
"646"	6	44	24	6	"black"	8490	"modern"	1395	1	2800
"647"	2	37	52.2	6	"black"	5834	"classic"	267	1	700
"648"	10	29	68.6	5	"brown"	9089	"classic"	403	1	100
"649"	16	19	62.9	5	"red"	10733	"classic"	170	1	0
"650"	4	56	67.2	7	"black"	8571	"classic"	1142	1	1100
"651"	4	37	24.5	8	"black"	6830	"modern"	571	1	2300
"652"	12	29	17.2	5	"red"	10001	"modern"	415	1	2400
"653"	6	20	44.3	5	"red"	5948	"classic"	0	0	0
"654"	2	47	53.3	7	"black"	6725	"classic"	912	1	1100
"655"	6	16	62.1	6	"plum"	5759	"classic"	0	0	0
"656"	8	47	52	2	"brown"	9862	"classic"	1374	1	1600
"657"	2	48	60.1	4	"plum"	6645	"classic"	633	1	900
"658"	12	42	60.5	9	"red"	11039	"classic"	760	1	1000
"659"	12	34	93.3	6	"black"	10546	"classic"	479	1	0
"660"	12	43	78.5	8	"brown"	11149	"classic"	1441	1	600
"661"	10	52	70.4	7	"black"	11102	"classic"	1738	1	1300
"662"	2	37	28.1	10	"black"	5755	"modern"	829	1	1900
"663"	20	40	30.7	5	"brown"	14901	"modern"	2127	1	3600
"664"	14	31	45.8	8	"black"	11219	"classic"	1470	1	1900
"665"	2	40	63.4	2	"red"	6195	"classic"	0	0	0
"666"	6	7	67.9	8	"red"	4756	"classic"	0	0	0
"667"	4	44	48.5	4	"black"	7404	"modern"	554	1	1400
"668"	4	42	94.3	7	"black"	7113	"classic"	391	1	0
"669"	8	30	65.2	5	"black"	7909	"classic"	344	1	200
"670"	2	46	72.9	4	"brown"	6703	"classic"	0	0	0
"671"	10	35	42.9	3	"black"	9456	"modern"	518	1	1800
"672"	2	22	59.2	6	"black"	4140	"modern"	0	0	0
"673"	6	44	34.5	6	"brown"	8363	"modern"	1211	1	2200
"674"	10	44	37.6	7	"black"	10439	"classic"	1967	1	2600
"675"	14	21	37.5	6	"black"	9905	"modern"	867	1	1800
"676"	2	7	66.4	1	"salmon"	2594	"classic"	0	0	0
"677"	2	7	49	7	"brown"	2757	"modern"	0	0	0
"678"	14	24	66.6	8	"black"	10246	"modern"	726	1	500
"679"	10	26	36	6	"plum"	8648	"modern"	341	1	1800
"680"	4	9	58.4	3	"brown"	3932	"classic"	0	0	0
"681"	14	25	62.1	9	"black"	10264	"classic"	1047	1	800
"682"	10	35	58.6	2	"red"	9492	"modern"	0	0	400
"683"	10	24	24.4	8	"plum"	8422	"modern"	892	1	2300
"684"	14	40	53.9	8	"brown"	11908	"modern"	2005	1	1900
"685"	6	42	62.7	5	"brown"	8448	"classic"	266	1	700
"686"	12	31	73.5	10	"black"	10212	"classic"	1179	1	400
"687"	18	25	45.2	10	"black"	12508	"classic"	1766	1	2100
"688"	12	6	49.4	3	"black"	7687	"modern"	0	0	200
"689"	12	18	27.1	3	"brown"	8814	"modern"	26	1	1800
"690"	16	11	30.4	4	"brown"	9880	"modern"	528	1	1700
"691"	8	24	75.7	6	"black"	7386	"classic"	6	1	0
"692"	10	22	44.8	1	"brown"	8298	"modern"	0	0	900
"693"	2	35	44.6	6	"black"	5417	"modern"	254	1	900
"694"	2	34	56.7	7	"black"	5493	"classic"	60	1	300
"695"	2	37	1.3	4	"black"	5812	"modern"	848	1	3200
"696"	8	41	66.2	6	"salmon"	9259	"classic"	716	1	900
"697"	2	48	88.5	3	"red"	6768	"classic"	0	0	0
"698"	2	59	48	4	"black"	7793	"modern"	1443	1	1900
"699"	8	20	38.8	6	"plum"	7061	"classic"	0	0	1200
"700"	16	39	77.2	6	"brown"	12899	"classic"	1138	1	800
"701"	4	20	36.1	6	"black"	5082	"classic"	0	0	800
"702"	6	30	51.6	7	"black"	7000	"classic"	790	1	800
"703"	8	28	23.6	1	"plum"	7656	"modern"	188	1	2200
"704"	4	31	53.7	3	"brown"	6028	"classic"	0	0	300
"705"	8	34	91.4	4	"brown"	8521	"classic"	285	1	0
"706"	14	11	77.6	6	"black"	9091	"classic"	78	1	0
"707"	18	19	56.1	2	"brown"	11845	"classic"	456	1	1000
"708"	6	25	68.9	6	"brown"	6569	"classic"	0	0	0
"709"	2	52	47	6	"black"	7367	"modern"	1558	1	1700
"710"	16	37	53.5	4	"black"	12794	"classic"	1505	1	2000
"711"	16	12	50	5	"black"	10157	"modern"	116	1	900
"712"	6	30	76.2	8	"black"	7083	"classic"	111	1	0
"713"	2	6	37.3	2	"brown"	2691	"classic"	0	0	0
"714"	8	43	41.2	1	"black"	9322	"modern"	895	1	2000
"715"	10	18	48	5	"black"	7714	"modern"	0	0	700
"716"	14	38	36.3	2	"black"	11830	"classic"	1660	1	2600
"717"	8	34	46.6	8	"brown"	8378	"classic"	881	1	1300
"718"	6	8	74.1	5	"black"	4683	"classic"	0	0	0
"719"	14	32	61.7	4	"black"	11324	"modern"	830	1	1100
"720"	12	39	84.5	5	"black"	10996	"classic"	667	1	100
"721"	12	24	34.6	7	"black"	9324	"modern"	838	1	1900
"722"	4	16	53.7	4	"black"	4551	"classic"	0	0	0
"723"	16	59	56.6	8	"red"	14874	"classic"	2095	1	2400
"724"	8	5	67.5	7	"brown"	5589	"classic"	0	0	0
"725"	4	45	52.8	4	"black"	7386	"classic"	468	1	1200
"726"	8	43	56.6	6	"black"	9321	"classic"	946	1	1300
"727"	2	44	37.3	8	"red"	6382	"modern"	623	1	1200
"728"	2	39	48.8	8	"black"	6085	"classic"	549	1	1000
"729"	8	26	24.5	8	"brown"	7673	"modern"	895	1	2000
"730"	6	19	22.2	7	"brown"	5782	"modern"	7	1	1600
"731"	8	21	62.6	7	"plum"	7137	"classic"	0	0	100
"732"	4	34	109.6	8	"black"	6476	"classic"	0	0	0
"733"	4	22	17.1	4	"black"	5114	"modern"	0	0	1800
"734"	4	37	76.6	5	"brown"	6719	"classic"	141	1	0
"735"	10	33	62.9	6	"brown"	9205	"modern"	855	1	600
"736"	10	20	46.6	7	"black"	8195	"classic"	348	1	900
"737"	8	50	61.3	7	"brown"	10004	"classic"	1155	1	1400
"738"	18	23	70.7	7	"brown"	12282	"classic"	532	1	600
"739"	14	32	55	3	"red"	11213	"classic"	0	0	800
"740"	10	50	47.4	10	"brown"	10929	"classic"	1812	1	2300
"741"	10	30	35.6	7	"black"	9069	"modern"	1000	1	2000
"742"	14	26	62.3	6	"black"	10571	"classic"	1084	1	800
"743"	4	30	22.5	3	"black"	6109	"modern"	521	1	1900
"744"	8	20	46.6	8	"plum"	7009	"modern"	291	1	800
"745"	2	28	60.4	6	"black"	4959	"classic"	0	0	0
"746"	6	26	58.3	3	"salmon"	6574	"classic"	0	0	200
"747"	2	39	63.3	9	"black"	6044	"classic"	426	1	300
"748"	10	44	70	1	"brown"	10255	"classic"	681	1	700
"749"	10	19	54.9	6	"black"	7912	"classic"	440	1	400
"750"	8	32	77.1	5	"black"	7942	"classic"	114	1	0
"751"	6	40	46.5	4	"plum"	7960	"classic"	617	1	1600
"752"	4	31	66.4	5	"black"	6067	"classic"	0	0	0
"753"	8	25	25.1	8	"black"	7417	"modern"	535	1	2100
"754"	2	36	28.5	5	"brown"	5630	"classic"	53	1	1700
"755"	6	33	52.3	6	"red"	7277	"modern"	0	0	300
"756"	2	46	23.7	3	"black"	6852	"modern"	468	1	2500
"757"	14	34	60.9	7	"black"	11371	"classic"	1160	1	1300
"758"	2	46	53.2	9	"red"	6343	"classic"	425	1	500
"759"	10	31	52.2	9	"black"	9179	"classic"	782	1	1200
"760"	8	36	42.1	5	"black"	8552	"modern"	524	1	1700
"761"	2	46	41.9	5	"brown"	6448	"modern"	463	1	1500
"762"	8	31	40.5	5	"black"	8132	"classic"	847	1	1500
"763"	2	19	31.9	5	"black"	3835	"modern"	0	0	800
"764"	10	31	11	6	"black"	9082	"modern"	914	1	3200
"765"	10	33	57.6	3	"black"	9420	"modern"	310	1	900
"766"	6	18	54.5	2	"brown"	5606	"modern"	0	0	0
"767"	6	48	23.6	7	"brown"	8879	"modern"	1133	1	3000
"768"	8	29	33.5	9	"salmon"	7789	"modern"	1068	1	2000
"769"	2	34	54.7	8	"brown"	5501	"modern"	225	1	300
"770"	2	32	29.3	4	"red"	5048	"classic"	0	0	900
"771"	6	47	21.2	5	"black"	8815	"modern"	1375	1	3100
"772"	10	36	69.7	9	"red"	9583	"classic"	354	1	0
"773"	4	44	72.5	4	"salmon"	7395	"modern"	373	1	300
"774"	12	34	24.3	5	"black"	10384	"modern"	1408	1	2900
"775"	2	8	37.1	3	"brown"	2725	"classic"	0	0	0
"776"	14	25	73.4	2	"plum"	10458	"modern"	103	1	200
"777"	2	57	60.4	5	"red"	7655	"classic"	475	1	600
"778"	4	49	78.4	4	"brown"	7998	"classic"	399	1	0
"779"	6	39	64.1	7	"salmon"	8119	"classic"	846	1	700
"780"	16	41	68	6	"black"	13077	"classic"	1714	1	1500
"781"	4	38	66.1	7	"black"	6759	"modern"	409	1	200
"782"	4	25	66.4	10	"black"	5622	"modern"	96	1	0
"783"	2	51	33	10	"black"	7289	"modern"	1429	1	2400
"784"	2	28	56.2	4	"black"	4861	"modern"	0	0	0
"785"	20	46	63.4	7	"brown"	15621	"classic"	2405	1	2300
"786"	12	16	38.9	3	"brown"	8440	"modern"	0	0	1100
"787"	10	46	72.1	6	"black"	10646	"classic"	1219	1	900
"788"	10	38	48.3	7	"salmon"	9905	"modern"	1334	1	1800
"789"	4	18	77.9	1	"brown"	4764	"classic"	0	0	0
"790"	12	30	9.4	2	"brown"	9941	"modern"	986	1	3300
"791"	2	31	68.7	7	"black"	5066	"modern"	0	0	0
"792"	2	28	56.5	9	"black"	4686	"modern"	10	1	100
"793"	8	46	94	3	"black"	9449	"classic"	710	1	0
"794"	4	35	0	4	"brown"	6581	"classic"	161	1	3200
"795"	2	20	18.6	7	"brown"	4081	"modern"	0	0	1400
"796"	2	28	65.3	8	"red"	4787	"classic"	0	0	0
"797"	6	28	45.7	7	"red"	6752	"modern"	0	0	400
"798"	10	16	39.4	8	"brown"	7718	"classic"	111	1	1000
"799"	4	44	61.4	6	"black"	7610	"modern"	450	1	800
"800"	4	36	29.9	6	"brown"	6778	"modern"	415	1	1800
"801"	4	38	32.4	7	"black"	6713	"modern"	482	1	1900
"802"	2	14	60	5	"brown"	3290	"classic"	0	0	0
"803"	2	29	36.5	2	"plum"	5004	"classic"	0	0	1100
"804"	4	14	15.3	5	"brown"	4506	"modern"	0	0	1400
"805"	14	36	106.4	9	"black"	11570	"classic"	1184	1	0
"806"	10	32	46.2	9	"black"	9248	"classic"	1183	1	1600
"807"	12	34	25	1	"brown"	10341	"modern"	878	1	2700
"808"	10	16	59.5	2	"black"	7726	"classic"	0	0	0
"809"	8	38	31.3	4	"red"	8781	"modern"	386	1	1700
"810"	8	50	22.5	10	"black"	10117	"modern"	2448	1	3500
"811"	2	52	74.8	1	"black"	7160	"classic"	853	1	200
"812"	6	27	47.1	6	"red"	6650	"classic"	0	0	200
"813"	10	25	39	7	"black"	8627	"modern"	976	1	1500
"814"	12	32	43.2	7	"black"	10091	"modern"	1235	1	1900
"815"	16	40	40.5	5	"brown"	12941	"modern"	1959	1	2700
"816"	6	37	42.6	10	"black"	7616	"modern"	1319	1	1600
"817"	4	40	26.1	4	"black"	6869	"modern"	744	1	2300
"818"	18	26	46.4	2	"black"	12478	"classic"	1184	1	1900
"819"	2	47	59.5	6	"black"	6832	"classic"	636	1	800
"820"	6	25	19	7	"salmon"	6683	"modern"	736	1	2200
"821"	10	29	44.8	10	"salmon"	8873	"modern"	1030	1	1600
"822"	6	27	48.8	4	"black"	6677	"modern"	70	1	700
"823"	16	9	79.7	4	"brown"	10077	"classic"	0	0	0
"824"	18	33	60	2	"brown"	13440	"classic"	1523	1	1500
"825"	2	53	45	6	"brown"	7150	"classic"	1301	1	1700
"826"	8	34	46.3	5	"black"	8287	"classic"	613	1	1400
"827"	8	40	77.6	5	"salmon"	8908	"classic"	586	1	200
"828"	12	35	26.1	3	"brown"	10620	"modern"	897	1	2700
"829"	10	29	39.7	5	"black"	8955	"modern"	807	1	1700
"830"	2	48	52	5	"black"	6874	"classic"	506	1	1200
"831"	2	22	19.6	8	"black"	4162	"modern"	252	1	1600
"832"	16	22	60.1	6	"black"	11305	"modern"	1001	1	900
"833"	12	25	32.3	3	"brown"	9376	"modern"	471	1	1900
"834"	12	50	33.6	7	"black"	12060	"modern"	2127	1	3300
"835"	6	45	39	5	"brown"	8719	"modern"	1081	1	2000
"836"	8	41	37.2	5	"black"	9053	"modern"	1216	1	2200
"837"	2	25	73.9	5	"brown"	4372	"classic"	0	0	0
"838"	10	6	13.5	1	"red"	6581	"modern"	0	0	1100
"839"	2	12	52.9	5	"plum"	3249	"modern"	0	0	0
"840"	16	29	60.6	9	"brown"	11748	"classic"	1203	1	1200
"841"	2	36	69.3	4	"brown"	5604	"modern"	0	0	0
"842"	6	52	51.5	4	"black"	9225	"modern"	1193	1	1800
"843"	12	29	31.8	9	"black"	9988	"modern"	1183	1	2300
