"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"sword.time"	"eyepatch"	"beard.length"	"fav.pixar"
"222"	222	"female"	"yes"	36	"JSSFP"	10	1	2	"Edward Low"	"cutlass"	0.41	0	2	"Monsters University"
"223"	223	"male"	"yes"	20	"CCCC"	10	6	1	"Hook"	"cutlass"	0.68	1	20	"Inside Out"
"224"	224	"female"	"yes"	20	"CCCC"	14	4	1	"Hook"	"cutlass"	0.15	0	0	"Finding Nemo"
"225"	225	"male"	"yes"	25	"CCCC"	13	3	1	"Jack Sparrow"	"cutlass"	0.47	1	18	"Inside Out"
"226"	226	"female"	"yes"	29	"CCCC"	9	11	2	"Jack Sparrow"	"cutlass"	0.45	1	3	"Monsters, Inc."
"227"	227	"male"	"yes"	22	"CCCC"	10	9	1	"Anicetus"	"sabre"	1.93	0	24	"Cars"
"228"	228	"male"	"yes"	22	"CCCC"	16	32	1	"Jack Sparrow"	"cutlass"	0.85	1	27	"Inside Out"
"229"	229	"male"	"yes"	27	"CCCC"	7	12	1	"Jack Sparrow"	"cutlass"	0.07	1	7	"Inside Out"
"230"	230	"male"	"no"	27	"CCCC"	5	5	2	"Jack Sparrow"	"banana"	13.36	1	14	"Inside Out"
"231"	231	"female"	"yes"	30	"JSSFP"	10	24	1	"Jack Sparrow"	"cutlass"	1.29	1	0	"WALL-E"
"232"	232	"male"	"yes"	30	"JSSFP"	10	12	3	"Jack Sparrow"	"cutlass"	1.27	1	21	"Monsters, Inc."
"233"	233	"female"	"yes"	25	"CCCC"	8	2	3	"Edward Low"	"sabre"	0.05	0	1	"Up"
"234"	234	"male"	"yes"	22	"CCCC"	7	14	1	"Jack Sparrow"	"cutlass"	0.78	0	19	"Finding Nemo"
"235"	235	"other"	"yes"	34	"JSSFP"	8	19	8	"Blackbeard"	"cutlass"	0.19	1	15	"Monsters, Inc."
"236"	236	"female"	"yes"	30	"JSSFP"	8	18	1	"Blackbeard"	"cutlass"	1.9	1	1	"Up"
"237"	237	"female"	"yes"	27	"CCCC"	10	7	1	"Blackbeard"	"cutlass"	0.21	1	0	"Inside Out"
"238"	238	"male"	"yes"	12	"CCCC"	12	2	1	"Jack Sparrow"	"cutlass"	0.43	1	33	"Finding Nemo"
"239"	239	"female"	"yes"	34	"JSSFP"	15	20	5	"Jack Sparrow"	"cutlass"	0.45	1	0	"Up"
"240"	240	"male"	"yes"	23	"CCCC"	12	2	7	"Jack Sparrow"	"cutlass"	1.4	0	20	"Brave"
"241"	241	"male"	"yes"	25	"CCCC"	6	4	1	"Jack Sparrow"	"cutlass"	0.17	1	15	"Inside Out"
"242"	242	"female"	"yes"	35	"JSSFP"	11	3	1	"Lewis Scot"	"cutlass"	0.6	1	0	"Monsters University"
"243"	243	"female"	"yes"	39	"JSSFP"	14	2	7	"Anicetus"	"cutlass"	0.15	0	0	"Finding Nemo"
"244"	244	"male"	"yes"	25	"CCCC"	13	9	5	"Jack Sparrow"	"cutlass"	0.73	1	18	"Inside Out"
"245"	245	"male"	"yes"	18	"CCCC"	8	3	5	"Jack Sparrow"	"cutlass"	0.1	1	20	"Inside Out"
"246"	246	"female"	"yes"	34	"JSSFP"	8	3	2	"Lewis Scot"	"cutlass"	1.24	1	0	"Inside Out"
"247"	247	"female"	"yes"	31	"CCCC"	12	0	5	"Hook"	"cutlass"	0.58	1	0	"Inside Out"
"248"	248	"female"	"yes"	27	"CCCC"	9	12	5	"Edward Low"	"cutlass"	0.41	1	0	"Up"
"249"	249	"male"	"yes"	19	"CCCC"	14	3	3	"Hook"	"cutlass"	0.17	1	28	"Inside Out"
"250"	250	"female"	"no"	32	"JSSFP"	3	9	6	"Blackbeard"	"scimitar"	2.07	1	0	"Up"
"251"	251	"male"	"yes"	26	"CCCC"	6	0	1	"Jack Sparrow"	"cutlass"	0.01	1	18	"Inside Out"
"252"	252	"male"	"yes"	24	"CCCC"	6	27	1	"Jack Sparrow"	"cutlass"	0.09	1	26	"Inside Out"
"253"	253	"female"	"yes"	26	"CCCC"	11	0	5	"Hook"	"cutlass"	0.72	1	0	"Monsters University"
"254"	254	"male"	"yes"	23	"CCCC"	8	1	0	"Anicetus"	"cutlass"	1.04	1	28	"Inside Out"
"255"	255	"female"	"yes"	25	"CCCC"	9	40	3	"Lewis Scot"	"cutlass"	0.75	0	0	"Monsters, Inc."
"256"	256	"female"	"yes"	20	"CCCC"	16	2	1	"Edward Low"	"cutlass"	0.68	1	0	"Finding Nemo"
"257"	257	"male"	"yes"	23	"CCCC"	12	0	5	"Jack Sparrow"	"cutlass"	1.45	0	23	"Finding Nemo"
"258"	258	"female"	"yes"	17	"CCCC"	9	13	1	"Blackbeard"	"cutlass"	0.96	1	0	"Inside Out"
"259"	259	"female"	"no"	29	"JSSFP"	0	12	1	"Jack Sparrow"	"banana"	33.4	0	0	"Finding Nemo"
"260"	260	"male"	"yes"	26	"CCCC"	16	5	1	"Blackbeard"	"sabre"	23.59	0	27	"The Incredibles"
"261"	261	"male"	"yes"	21	"CCCC"	6	16	0	"Jack Sparrow"	"cutlass"	0.91	1	13	"Inside Out"
"262"	262	"male"	"yes"	20	"CCCC"	13	4	1	"Jack Sparrow"	"cutlass"	2.04	1	24	"Up"
"263"	263	"male"	"yes"	23	"CCCC"	11	4	8	"Jack Sparrow"	"cutlass"	0.02	1	18	"Monsters University"
"264"	264	"male"	"yes"	27	"CCCC"	11	4	3	"Jack Sparrow"	"cutlass"	0.58	1	24	"Inside Out"
"265"	265	"male"	"yes"	18	"CCCC"	7	1	1	"Jack Sparrow"	"cutlass"	1.84	0	19	"Finding Nemo"
"266"	266	"female"	"yes"	27	"CCCC"	9	8	7	"Blackbeard"	"cutlass"	1.03	0	0	"Finding Nemo"
"267"	267	"male"	"yes"	24	"CCCC"	5	2	1	"Lewis Scot"	"cutlass"	0.76	1	16	"Toy Story 2"
"268"	268	"female"	"yes"	33	"JSSFP"	11	4	2	"Jack Sparrow"	"cutlass"	0.47	0	0	"Finding Nemo"
"269"	269	"male"	"yes"	32	"JSSFP"	11	6	1	"Edward Low"	"cutlass"	0.13	0	23	"WALL-E"
"270"	270	"male"	"yes"	25	"CCCC"	3	7	4	"Edward Low"	"cutlass"	1.01	1	7	"Inside Out"
"271"	271	"female"	"yes"	27	"CCCC"	9	4	1	"Lewis Scot"	"cutlass"	0.24	0	2	"Finding Nemo"
"272"	272	"male"	"yes"	14	"CCCC"	10	14	1	"Jack Sparrow"	"cutlass"	0.56	0	15	"Cars"
"273"	273	"female"	"yes"	22	"CCCC"	6	2	2	"Anicetus"	"cutlass"	1.1	0	1	"WALL-E"
"274"	274	"male"	"yes"	19	"CCCC"	9	0	0	"Lewis Scot"	"cutlass"	0.32	1	19	"Inside Out"
"275"	275	"male"	"yes"	22	"CCCC"	11	16	2	"Jack Sparrow"	"cutlass"	1.54	0	22	"WALL-E"
"276"	276	"male"	"yes"	22	"CCCC"	11	5	4	"Jack Sparrow"	"cutlass"	0.32	1	25	"Inside Out"
"277"	277	"female"	"yes"	31	"JSSFP"	14	5	2	"Edward Low"	"cutlass"	0.38	1	0	"The Incredibles"
"278"	278	"male"	"yes"	22	"CCCC"	14	6	2	"Jack Sparrow"	"cutlass"	1.46	1	26	"Monsters University"
"279"	279	"male"	"yes"	25	"CCCC"	10	3	1	"Blackbeard"	"cutlass"	1.46	1	25	"Inside Out"
"280"	280	"male"	"yes"	22	"CCCC"	9	8	1	"Jack Sparrow"	"cutlass"	1.42	1	21	"Monsters, Inc."
"281"	281	"female"	"yes"	26	"CCCC"	13	5	11	"Hook"	"cutlass"	0	1	0	"Up"
"282"	282	"female"	"yes"	21	"CCCC"	10	0	2	"Blackbeard"	"cutlass"	0.35	0	1	"Finding Nemo"
"283"	283	"female"	"yes"	24	"CCCC"	8	26	7	"Jack Sparrow"	"cutlass"	0.62	1	0	"Monsters, Inc."
"284"	284	"female"	"yes"	30	"CCCC"	8	5	1	"Anicetus"	"cutlass"	0.46	0	0	"Finding Nemo"
"285"	285	"male"	"yes"	21	"CCCC"	11	12	4	"Blackbeard"	"cutlass"	0.01	0	27	"The Incredibles"
"286"	286	"female"	"yes"	25	"CCCC"	11	9	3	"Jack Sparrow"	"cutlass"	0.28	1	1	"Cars"
"287"	287	"male"	"yes"	31	"JSSFP"	16	15	0	"Jack Sparrow"	"cutlass"	0.17	0	29	"Finding Nemo"
"288"	288	"male"	"yes"	26	"CCCC"	11	9	3	"Anicetus"	"cutlass"	0.13	1	22	"Inside Out"
"289"	289	"male"	"yes"	27	"CCCC"	11	15	1	"Jack Sparrow"	"cutlass"	0.38	1	22	"Inside Out"
"290"	290	"female"	"yes"	25	"CCCC"	6	2	0	"Edward Low"	"cutlass"	0.98	1	0	"Brave"
"291"	291	"male"	"yes"	24	"CCCC"	4	3	5	"Jack Sparrow"	"cutlass"	0	0	11	"Finding Nemo"
"292"	292	"female"	"yes"	28	"CCCC"	15	21	4	"Anicetus"	"cutlass"	1.04	1	1	"Inside Out"
"293"	293	"male"	"yes"	27	"CCCC"	10	3	1	"Jack Sparrow"	"cutlass"	0.58	1	16	"Up"
"294"	294	"male"	"yes"	33	"JSSFP"	9	0	1	"Anicetus"	"cutlass"	0.21	1	11	"Inside Out"
"295"	295	"female"	"yes"	27	"CCCC"	14	10	2	"Hook"	"cutlass"	0.62	1	0	"Up"
"296"	296	"male"	"yes"	20	"CCCC"	8	1	1	"Lewis Scot"	"cutlass"	0.04	1	22	"Inside Out"
"297"	297	"female"	"yes"	30	"JSSFP"	8	3	10	"Hook"	"cutlass"	1.02	1	0	"Inside Out"
"298"	298	"male"	"yes"	25	"CCCC"	3	0	3	"Jack Sparrow"	"scimitar"	14.23	1	13	"Inside Out"
"299"	299	"male"	"yes"	25	"CCCC"	11	34	1	"Jack Sparrow"	"cutlass"	0.06	1	11	"Up"
"300"	300	"male"	"yes"	27	"CCCC"	11	9	3	"Hook"	"cutlass"	0.43	1	29	"WALL-E"
"301"	301	"male"	"yes"	28	"CCCC"	11	1	2	"Jack Sparrow"	"cutlass"	1.16	1	16	"Monsters, Inc."
"302"	302	"male"	"yes"	31	"JSSFP"	10	8	5	"Lewis Scot"	"cutlass"	0.01	0	26	"Finding Nemo"
"303"	303	"female"	"yes"	32	"JSSFP"	14	6	2	"Jack Sparrow"	"sabre"	2.94	1	0	"Monsters University"
"304"	304	"female"	"yes"	34	"JSSFP"	10	4	2	"Jack Sparrow"	"cutlass"	0.45	1	0	"Inside Out"
"305"	305	"male"	"yes"	27	"CCCC"	3	1	0	"Anicetus"	"cutlass"	0.8	1	11	"Inside Out"
"306"	306	"male"	"yes"	28	"CCCC"	11	9	0	"Jack Sparrow"	"cutlass"	3.01	0	25	"The Incredibles"
"307"	307	"male"	"yes"	29	"CCCC"	13	5	1	"Jack Sparrow"	"cutlass"	0.32	0	20	"Finding Nemo"
"308"	308	"male"	"no"	26	"CCCC"	2	3	1	"Jack Sparrow"	"scimitar"	2.62	1	13	"Inside Out"
"309"	309	"male"	"yes"	31	"JSSFP"	11	7	1	"Jack Sparrow"	"cutlass"	0.24	1	25	"Inside Out"
"310"	310	"male"	"yes"	25	"CCCC"	8	10	2	"Jack Sparrow"	"cutlass"	0.54	1	25	"Monsters, Inc."
"311"	311	"female"	"yes"	38	"JSSFP"	12	12	3	"Lewis Scot"	"cutlass"	1.39	1	0	"Monsters, Inc."
"312"	312	"female"	"yes"	27	"CCCC"	6	1	15	"Blackbeard"	"cutlass"	0.09	1	0	"A Bug's Life"
"313"	313	"female"	"no"	36	"JSSFP"	4	0	3	"Hook"	"cutlass"	0.82	1	0	"Monsters University"
"314"	314	"male"	"yes"	23	"CCCC"	13	12	1	"Jack Sparrow"	"sabre"	1.36	0	21	"Finding Nemo"
"315"	315	"female"	"yes"	35	"JSSFP"	9	3	4	"Blackbeard"	"scimitar"	5.82	1	0	"Inside Out"
"316"	316	"female"	"yes"	29	"CCCC"	3	7	0	"Lewis Scot"	"cutlass"	0.45	1	1	"The Incredibles"
"317"	317	"female"	"yes"	37	"JSSFP"	14	6	3	"Lewis Scot"	"cutlass"	0.31	0	2	"Up"
"318"	318	"male"	"no"	31	"JSSFP"	9	1	10	"Jack Sparrow"	"cutlass"	1.85	0	31	"Finding Nemo"
"319"	319	"female"	"yes"	42	"JSSFP"	8	1	2	"Lewis Scot"	"cutlass"	0.28	1	1	"Inside Out"
"320"	320	"female"	"yes"	32	"JSSFP"	8	0	6	"Hook"	"cutlass"	2	1	1	"Inside Out"
"321"	321	"female"	"yes"	38	"JSSFP"	17	19	3	"Blackbeard"	"cutlass"	2.2	0	0	"Finding Nemo"
"322"	322	"male"	"yes"	24	"CCCC"	12	5	1	"Anicetus"	"cutlass"	0.46	0	21	"Finding Nemo"
"323"	323	"female"	"yes"	18	"CCCC"	6	2	3	"Edward Low"	"scimitar"	2.97	1	2	"Up"
"324"	324	"female"	"yes"	35	"JSSFP"	10	8	3	"Edward Low"	"cutlass"	0.96	1	0	"Inside Out"
"325"	325	"male"	"yes"	16	"CCCC"	8	1	0	"Jack Sparrow"	"cutlass"	0.18	0	19	"Finding Nemo"
"326"	326	"male"	"yes"	21	"CCCC"	17	1	3	"Jack Sparrow"	"cutlass"	0.19	0	38	"Finding Nemo"
"327"	327	"male"	"yes"	26	"CCCC"	9	2	1	"Jack Sparrow"	"cutlass"	1.46	1	19	"Finding Nemo"
"328"	328	"male"	"yes"	27	"CCCC"	15	9	1	"Lewis Scot"	"cutlass"	0.29	0	27	"Finding Nemo"
"329"	329	"male"	"yes"	23	"CCCC"	7	13	0	"Blackbeard"	"cutlass"	0.61	1	16	"Inside Out"
"330"	330	"male"	"yes"	22	"CCCC"	12	4	2	"Jack Sparrow"	"cutlass"	0.92	0	21	"Monsters, Inc."
"331"	331	"female"	"yes"	32	"JSSFP"	10	4	4	"Lewis Scot"	"cutlass"	0.35	1	0	"Inside Out"
"332"	332	"male"	"yes"	20	"CCCC"	10	4	1	"Jack Sparrow"	"cutlass"	1.95	0	12	"Finding Nemo"
"333"	333	"male"	"yes"	29	"CCCC"	3	8	0	"Edward Low"	"cutlass"	0.72	1	19	"WALL-E"
"334"	334	"male"	"yes"	20	"CCCC"	13	2	3	"Jack Sparrow"	"cutlass"	0.54	0	27	"Toy Story 2"
"335"	335	"female"	"yes"	34	"JSSFP"	6	5	7	"Anicetus"	"cutlass"	1	1	1	"Up"
"336"	336	"female"	"yes"	28	"CCCC"	11	4	1	"Blackbeard"	"cutlass"	0.08	1	0	"Inside Out"
"337"	337	"male"	"yes"	22	"CCCC"	8	11	0	"Lewis Scot"	"cutlass"	1.62	1	21	"A Bug's Life"
"338"	338	"male"	"yes"	32	"JSSFP"	8	2	3	"Jack Sparrow"	"cutlass"	0.91	1	6	"Cars"
"339"	339	"other"	"yes"	19	"CCCC"	7	3	1	"Hook"	"cutlass"	0.02	1	13	"Inside Out"
"340"	340	"female"	"yes"	21	"CCCC"	8	0	1	"Edward Low"	"cutlass"	0.62	0	1	"Finding Nemo"
"341"	341	"male"	"yes"	18	"CCCC"	8	1	0	"Jack Sparrow"	"cutlass"	0.46	1	16	"Inside Out"
"342"	342	"male"	"yes"	25	"CCCC"	12	20	3	"Blackbeard"	"cutlass"	1.03	1	24	"Monsters, Inc."
"343"	343	"female"	"yes"	29	"CCCC"	11	5	0	"Hook"	"cutlass"	0.46	0	0	"Finding Nemo"
"344"	344	"female"	"yes"	32	"JSSFP"	12	3	1	"Hook"	"cutlass"	0.72	1	0	"Toy Story 3"
"345"	345	"male"	"yes"	24	"CCCC"	10	7	1	"Jack Sparrow"	"cutlass"	0.31	0	17	"Finding Nemo"
"346"	346	"male"	"yes"	24	"CCCC"	9	3	0	"Jack Sparrow"	"cutlass"	0.09	1	14	"A Bug's Life"
"347"	347	"female"	"yes"	30	"CCCC"	7	13	9	"Edward Low"	"cutlass"	0.33	0	1	"Up"
"348"	348	"other"	"yes"	23	"CCCC"	11	1	2	"Jack Sparrow"	"cutlass"	1.23	1	22	"Inside Out"
"349"	349	"male"	"yes"	36	"JSSFP"	10	6	3	"Hook"	"cutlass"	0.12	1	27	"WALL-E"
"350"	350	"male"	"yes"	16	"CCCC"	10	7	0	"Jack Sparrow"	"cutlass"	0.24	0	27	"Up"
"351"	351	"female"	"yes"	24	"CCCC"	15	13	2	"Blackbeard"	"cutlass"	1.1	1	1	"Inside Out"
"352"	352	"female"	"yes"	34	"JSSFP"	13	29	13	"Hook"	"cutlass"	0.04	1	1	"Inside Out"
"353"	353	"male"	"yes"	26	"CCCC"	13	4	1	"Jack Sparrow"	"cutlass"	0.14	0	20	"Toy Story 2"
"354"	354	"female"	"yes"	40	"JSSFP"	11	22	18	"Hook"	"cutlass"	0.2	1	0	"Inside Out"
"355"	355	"male"	"yes"	29	"CCCC"	5	13	1	"Jack Sparrow"	"cutlass"	0.48	1	14	"Toy Story 2"
"356"	356	"female"	"yes"	30	"JSSFP"	9	0	0	"Edward Low"	"cutlass"	0.08	0	1	"Monsters, Inc."
"357"	357	"male"	"yes"	23	"CCCC"	10	0	1	"Jack Sparrow"	"cutlass"	0.1	1	17	"Inside Out"
"358"	358	"male"	"yes"	29	"JSSFP"	8	2	2	"Edward Low"	"cutlass"	0.62	1	13	"Finding Nemo"
"359"	359	"female"	"yes"	28	"CCCC"	11	14	0	"Anicetus"	"cutlass"	0.37	1	0	"Toy Story 2"
"360"	360	"male"	"yes"	25	"CCCC"	6	2	3	"Jack Sparrow"	"cutlass"	1.51	1	20	"Monsters, Inc."
"361"	361	"female"	"yes"	26	"CCCC"	7	6	3	"Lewis Scot"	"cutlass"	1.35	1	0	"A Bug's Life"
"362"	362	"male"	"yes"	14	"CCCC"	9	0	1	"Jack Sparrow"	"cutlass"	0.19	0	26	"Finding Nemo"
"363"	363	"female"	"yes"	27	"CCCC"	10	3	9	"Lewis Scot"	"scimitar"	3.75	1	1	"Inside Out"
"364"	364	"male"	"yes"	19	"CCCC"	4	5	4	"Jack Sparrow"	"sabre"	5.09	1	21	"Inside Out"
"365"	365	"male"	"yes"	24	"CCCC"	9	6	0	"Jack Sparrow"	"cutlass"	1.6	1	12	"Monsters University"
"366"	366	"male"	"yes"	22	"CCCC"	10	8	1	"Blackbeard"	"cutlass"	0.15	0	18	"WALL-E"
"367"	367	"male"	"no"	36	"JSSFP"	10	12	10	"Lewis Scot"	"cutlass"	1.17	1	25	"Toy Story"
"368"	368	"male"	"yes"	25	"CCCC"	6	3	0	"Lewis Scot"	"cutlass"	1.58	0	22	"WALL-E"
"369"	369	"other"	"no"	45	"JSSFP"	9	11	2	"Edward Low"	"scimitar"	3.7	0	8	"Monsters University"
"370"	370	"female"	"yes"	30	"CCCC"	9	4	5	"Anicetus"	"cutlass"	0.71	1	0	"Inside Out"
"371"	371	"female"	"yes"	34	"JSSFP"	8	0	5	"Anicetus"	"cutlass"	0.48	1	1	"Cars"
"372"	372	"female"	"yes"	16	"CCCC"	12	3	0	"Lewis Scot"	"cutlass"	0.16	1	0	"Monsters, Inc."
"373"	373	"female"	"yes"	30	"CCCC"	6	2	2	"Hook"	"cutlass"	0.23	0	0	"Monsters, Inc."
"374"	374	"female"	"yes"	36	"JSSFP"	12	5	6	"Jack Sparrow"	"cutlass"	0.17	0	0	"Brave"
"375"	375	"female"	"yes"	29	"JSSFP"	9	1	2	"Lewis Scot"	"cutlass"	0.12	1	0	"Inside Out"
"376"	376	"male"	"yes"	20	"CCCC"	9	1	3	"Jack Sparrow"	"sabre"	3.02	1	14	"Inside Out"
"377"	377	"female"	"no"	40	"JSSFP"	3	2	1	"Anicetus"	"scimitar"	6.77	1	1	"The Incredibles"
"378"	378	"female"	"yes"	23	"CCCC"	12	2	1	"Anicetus"	"cutlass"	0.95	1	1	"Inside Out"
"379"	379	"female"	"yes"	36	"JSSFP"	6	11	7	"Edward Low"	"cutlass"	1.96	1	0	"A Bug's Life"
"380"	380	"female"	"yes"	35	"JSSFP"	3	7	7	"Edward Low"	"cutlass"	0.98	0	0	"Finding Nemo"
"381"	381	"male"	"yes"	25	"CCCC"	12	5	3	"Jack Sparrow"	"cutlass"	1.75	1	30	"Inside Out"
"382"	382	"female"	"yes"	42	"JSSFP"	8	1	6	"Hook"	"cutlass"	0.55	1	0	"Monsters University"
"383"	383	"male"	"yes"	34	"JSSFP"	14	4	0	"Jack Sparrow"	"cutlass"	0.23	1	22	"Monsters, Inc."
"384"	384	"male"	"yes"	23	"CCCC"	6	3	9	"Jack Sparrow"	"cutlass"	0.42	1	25	"Inside Out"
"385"	385	"female"	"yes"	35	"JSSFP"	4	9	4	"Lewis Scot"	"cutlass"	0.17	1	0	"Inside Out"
"386"	386	"male"	"yes"	28	"CCCC"	11	1	2	"Anicetus"	"cutlass"	0	0	15	"Finding Nemo"
"387"	387	"female"	"yes"	22	"CCCC"	9	2	1	"Blackbeard"	"scimitar"	1.14	1	0	"Inside Out"
"388"	388	"male"	"yes"	28	"JSSFP"	4	1	1	"Jack Sparrow"	"cutlass"	1.09	1	23	"Inside Out"
"389"	389	"male"	"yes"	18	"CCCC"	7	0	0	"Jack Sparrow"	"cutlass"	0.46	1	26	"Finding Nemo"
"390"	390	"male"	"yes"	28	"CCCC"	12	1	1	"Jack Sparrow"	"cutlass"	0.57	0	25	"Finding Nemo"
"391"	391	"other"	"yes"	31	"JSSFP"	15	2	0	"Lewis Scot"	"cutlass"	0.01	0	17	"Finding Nemo"
"392"	392	"male"	"yes"	21	"CCCC"	15	0	3	"Jack Sparrow"	"cutlass"	0.89	1	23	"Inside Out"
"393"	393	"other"	"yes"	23	"CCCC"	10	8	4	"Anicetus"	"cutlass"	1.51	0	18	"A Bug's Life"
"394"	394	"female"	"yes"	35	"JSSFP"	8	8	4	"Edward Low"	"cutlass"	1.31	1	1	"Cars"
"395"	395	"male"	"yes"	21	"CCCC"	6	6	4	"Jack Sparrow"	"cutlass"	0.84	1	10	"Inside Out"
"396"	396	"male"	"yes"	18	"CCCC"	11	8	0	"Jack Sparrow"	"cutlass"	0.91	1	25	"Inside Out"
"397"	397	"male"	"yes"	24	"CCCC"	10	17	2	"Jack Sparrow"	"cutlass"	0.95	1	15	"Inside Out"
"398"	398	"male"	"yes"	17	"CCCC"	13	5	7	"Jack Sparrow"	"cutlass"	1.63	1	28	"Up"
"399"	399	"male"	"yes"	27	"CCCC"	12	0	0	"Lewis Scot"	"cutlass"	1.1	1	18	"Monsters University"
"400"	400	"male"	"yes"	23	"CCCC"	9	8	1	"Edward Low"	"cutlass"	0.38	0	18	"Toy Story"
"401"	401	"female"	"yes"	27	"CCCC"	7	20	1	"Edward Low"	"cutlass"	1.03	1	0	"Inside Out"
"402"	402	"male"	"yes"	19	"CCCC"	14	1	2	"Jack Sparrow"	"cutlass"	1.26	1	25	"Toy Story 2"
"403"	403	"male"	"yes"	32	"JSSFP"	13	2	1	"Jack Sparrow"	"cutlass"	0.28	0	21	"Monsters University"
"404"	404	"female"	"yes"	29	"JSSFP"	8	7	0	"Edward Low"	"cutlass"	0.07	1	0	"Up"
"405"	405	"male"	"yes"	31	"CCCC"	9	8	11	"Jack Sparrow"	"banana"	96.52	0	11	"Inside Out"
"406"	406	"male"	"yes"	24	"CCCC"	10	5	4	"Jack Sparrow"	"cutlass"	0.06	0	19	"Toy Story"
"407"	407	"male"	"yes"	24	"CCCC"	10	2	1	"Jack Sparrow"	"cutlass"	0.6	1	19	"Monsters, Inc."
"408"	408	"female"	"yes"	34	"JSSFP"	5	19	0	"Anicetus"	"scimitar"	3.08	1	2	"Monsters University"
"409"	409	"female"	"yes"	39	"JSSFP"	11	1	0	"Edward Low"	"cutlass"	0.3	0	0	"Finding Nemo"
"410"	410	"female"	"no"	31	"JSSFP"	1	1	3	"Lewis Scot"	"sabre"	5.75	1	2	"Inside Out"
"411"	411	"male"	"no"	32	"CCCC"	0	4	2	"Jack Sparrow"	"scimitar"	4.18	1	5	"Toy Story"
"412"	412	"male"	"no"	23	"CCCC"	3	7	2	"Jack Sparrow"	"scimitar"	6.87	0	9	"Finding Nemo"
"413"	413	"female"	"yes"	21	"CCCC"	13	2	2	"Hook"	"cutlass"	0.33	1	1	"Finding Nemo"
"414"	414	"female"	"yes"	27	"CCCC"	12	4	1	"Anicetus"	"cutlass"	1.2	1	2	"Inside Out"
"415"	415	"male"	"yes"	23	"CCCC"	10	40	3	"Edward Low"	"scimitar"	10.13	1	23	"Inside Out"
"416"	416	"female"	"yes"	34	"JSSFP"	12	1	11	"Edward Low"	"cutlass"	0.65	1	1	"Inside Out"
"417"	417	"male"	"yes"	24	"CCCC"	11	4	6	"Jack Sparrow"	"cutlass"	0.83	0	27	"A Bug's Life"
"418"	418	"female"	"yes"	35	"JSSFP"	9	56	8	"Edward Low"	"cutlass"	0.33	1	1	"Cars"
"419"	419	"male"	"yes"	23	"CCCC"	13	2	3	"Jack Sparrow"	"cutlass"	0.11	1	33	"A Bug's Life"
"420"	420	"female"	"yes"	34	"JSSFP"	6	10	1	"Blackbeard"	"cutlass"	0.13	0	0	"Finding Nemo"
"421"	421	"female"	"no"	34	"JSSFP"	0	9	8	"Blackbeard"	"scimitar"	0.32	1	0	"The Incredibles"
"422"	422	"male"	"yes"	29	"CCCC"	8	9	2	"Jack Sparrow"	"banana"	34.94	1	14	"Toy Story"
"423"	423	"female"	"yes"	30	"CCCC"	17	32	5	"Anicetus"	"cutlass"	1.24	0	1	"Up"
"424"	424	"female"	"no"	34	"JSSFP"	1	1	1	"Lewis Scot"	"banana"	9.93	1	0	"Inside Out"
"425"	425	"female"	"yes"	15	"CCCC"	11	3	0	"Edward Low"	"cutlass"	0.24	1	2	"A Bug's Life"
"426"	426	"female"	"yes"	32	"JSSFP"	6	4	5	"Edward Low"	"cutlass"	0.03	1	0	"Inside Out"
"427"	427	"female"	"yes"	40	"JSSFP"	13	20	4	"Edward Low"	"cutlass"	0.02	1	0	"Monsters University"
"428"	428	"other"	"yes"	29	"CCCC"	6	35	6	"Jack Sparrow"	"cutlass"	0.25	1	8	"Inside Out"
"429"	429	"male"	"yes"	26	"CCCC"	10	6	9	"Jack Sparrow"	"cutlass"	0.62	1	23	"The Incredibles"
"430"	430	"female"	"yes"	27	"CCCC"	11	6	7	"Blackbeard"	"cutlass"	0.19	0	0	"Finding Nemo"
"431"	431	"male"	"yes"	28	"CCCC"	8	3	1	"Jack Sparrow"	"cutlass"	1.23	0	17	"Up"
"432"	432	"male"	"yes"	20	"CCCC"	7	4	3	"Anicetus"	"cutlass"	1.56	0	3	"Monsters University"
"433"	433	"female"	"yes"	38	"JSSFP"	11	29	6	"Edward Low"	"cutlass"	0.82	1	1	"Inside Out"
"434"	434	"male"	"yes"	26	"CCCC"	10	2	1	"Jack Sparrow"	"cutlass"	0.1	1	19	"A Bug's Life"
"435"	435	"female"	"yes"	34	"JSSFP"	15	12	5	"Blackbeard"	"scimitar"	26.05	1	0	"Inside Out"
"436"	436	"other"	"yes"	39	"JSSFP"	7	2	5	"Edward Low"	"cutlass"	0.72	1	7	"Inside Out"
"437"	437	"male"	"yes"	17	"CCCC"	11	2	0	"Jack Sparrow"	"cutlass"	0.32	1	17	"A Bug's Life"
"438"	438	"female"	"yes"	32	"JSSFP"	8	1	7	"Blackbeard"	"cutlass"	0.02	1	0	"Inside Out"
"439"	439	"female"	"no"	30	"JSSFP"	4	13	3	"Edward Low"	"scimitar"	4.76	0	1	"Finding Nemo"
"440"	440	"male"	"no"	28	"CCCC"	0	2	11	"Edward Low"	"scimitar"	0.29	1	6	"Inside Out"
"441"	441	"male"	"yes"	28	"CCCC"	12	16	2	"Jack Sparrow"	"cutlass"	0.46	0	28	"Up"
